t,x,y,ang,thrust,torque
0.0,-1.0,0.0,0.0,30.988653527697622,-15.301995053921447
0.0025,-0.9999999999928758,3.4325238602656824e-06,-4.410304450630516e-06,31.00994197437693,-15.290716710821673
0.005,-0.9999999998861258,1.3731027414362106e-05,-1.7623055774805978e-05,31.003979930139035,-15.277403756806693
0.0075,-0.9999999994240154,3.0891718281662826e-05,-3.960885274072412e-05,30.981669111921303,-15.262075302301238
0.01,-0.9999999981816224,5.489719326028755e-05,-7.033720183838367e-05,30.949555999922904,-15.244750323206878
0.0125,-0.9999999955663669,8.572190419069145e-05,-0.00010977653102126563,30.911571748712603,-15.225447662481374
0.015,-0.9999999908196615,0.00012333544016022633,-0.0001578942033361203,30.87007700730453,-15.204186031119741
0.0175,-0.999999983018586,0.0001677044984162378,-0.0002146565304418809,30.826489335669716,-15.18098400892767
0.02,-0.9999999710775557,0.0002187940678461849,-0.0002800287860184909,30.78165996956442,-15.15586004524599
0.0225,-0.9999999537499821,0.0002765681396028632,-0.0003539752190663551,30.736100068515732,-15.128832459681824
0.025,-0.999999929629927,0.0003409901337795094,-0.00043645906709711155,30.690116578137896,-15.09991944285937
0.0275,-0.9999998971537588,0.00041202315557249165,-0.0005274425692164264,30.643893815670463,-15.069139057187956
0.03,-0.9999998546018134,0.0004896301490511605,-0.0006268869790995236,30.59754246220085,-15.036509237641118
0.0325,-0.9999998001000634,0.000573773989440807,-0.0007347525778601659,30.55112898253362,-15.002047792540706
0.035,-0.9999997316217972,0.0006644175384828351,-0.0008509986868138098,30.504693291821923,-14.96577240434166
0.0375,-0.9999996469893087,0.0007615236776229487,-0.0009755836801356517,30.45825936435436,-14.92770063041453
0.04,-0.9999995438755968,0.0008650553278852421,-0.0011084649974142866,30.411841604091713,-14.88784990382404
0.0425,-0.9999994198060762,0.0009749754617513778,-0.0012495991561016905,30.36544867012478,-14.846237534102787
0.045,-0.9999992721602977,0.0010912471102390358,-0.0013989417638602395,30.319085773807053,-14.802880708019664
0.0475,-0.9999990981736778,0.0012138333670977512,-0.0015564475308074688,30.272756058123566,-14.757796490342848
0.05,-0.9999988949392378,0.0013426973912739769,-0.0017220702816592728,30.226461425941007,-14.711001824597417
0.0525,-0.9999986594093507,0.0014778024083370548,-0.0018957629677722415,30.180203037308743,-14.662513533817664
0.055,-0.9999983883974976,0.0016191117112814546,-0.002077477679085826,30.13398160802391,-14.612348321294187
0.0575,-0.9999980785800295,0.0017665886609547082,-0.0022671656559650143,30.087797588854947,-14.560522771315949
0.06,-0.9999977264979392,0.0019201966862608213,-0.0024647773009442045,30.04165127309919,-14.507053349907324
0.0625,-0.9999973285586371,0.0020798992842291143,-0.002670262190372947,29.995542861105378,-14.45195640556027
0.065,-0.999996881037736,0.002245660020002504,-0.0028835690859642326,29.94947249895257,-14.395248169961715
0.0675,-0.9999963800808406,0.002417442526777667,-0.003104645946245987,29.903440301609834,-14.336944758716175
0.07,-0.999995821705343,0.0025952105057165664,-0.0033334399379164443,29.857446366776205,-14.277062172063712
