t,x,y,ang,thrust,torque
0.0,-1.0,0.0,0.0,102.48451416559205,-6.240421422210893
0.0025,-0.9999999999903915,1.400826938103224e-06,-1.7985993509476145e-06,102.59532659609233,-6.230911118655455
0.005,-0.9999999998463817,5.635588716419051e-06,-7.1855752325720685e-06,102.43149526513962,-6.219850917432058
0.0075,-0.9999999992234608,1.268416920289394e-05,-1.6145903777280054e-05,102.53136138250045,-6.207254727199018
0.01,-0.9999999975486449,2.2523093830152714e-05,-2.8663710177563258e-05,102.37812398472258,-6.193136350164042
0.0125,-0.9999999940228604,3.5132192255225454e-05,-4.472227882670632e-05,102.46790554337147,-6.177509516669011
0.015,-0.9999999876213314,5.048820213604665e-05,-6.430406338241767e-05,102.32443457634423,-6.1603878265238725
0.0175,-0.9999999770965611,6.857090927460205e-05,-8.739069674662948e-05,102.40492576967084,-6.141784841272344
0.02,-0.99999996097841,8.93572530035151e-05,-0.00011396300097137773,102.27045864843886,-6.121713955631961
0.0225,-0.9999999375775018,0.00011282698479040974,-0.0001440009970804664,102.34239140839232,-6.100188569986351
0.025,-0.9999999049851424,0.00013895723589641025,-0.00017748391481982296,102.21622537549933,-6.0772218728821885
0.0275,-0.999999861077008,0.0001677277322058923,-0.00021439020232371094,102.28027425635574,-6.052827109604474
0.03,-0.9999998035130288,0.00019911578790376437,-0.00025469753571178566,102.16176169083188,-6.027017262785795
0.0325,-0.9999997297412425,0.00023310111133317265,-0.00029838282860245724,102.21854836974164,-5.999805427360981
0.035,-0.9999996369977407,0.0002696611912815401,-0.0003454222415588654,102.1070924637598,-5.971204381397116
0.0375,-0.9999995223105952,0.00030877572593943986,-0.00039579119145191985,102.15718988812728,-5.941227073142516
0.04,-0.9999993824999435,0.0003504223710055118,-0.00044946436075740225,102.05224066249501,-5.909886078329042
0.0425,-0.9999992141819147,0.00039458082130441077,-0.0005064157067711404,102.09617687188877,-5.87719420129425
0.045,-0.9999990137689149,0.00044122889233538646,-0.0005666184707594319,101.99722750380279,-5.8431638183659675
0.0475,-0.9999987774734931,0.0004903462817891614,-0.0006300451870287432,102.03548915192162,-5.807807592028165
0.05,-0.9999985013088716,0.0005419109583902605,-0.0006966676919316327,101.94207259049807,-5.771137702681826
0.0525,-0.9999981810927098,0.0005959026284164114,-0.0007664571327933042,101.97510819071677,-5.73316667244093
0.055,-0.9999978124479101,0.0006522994077354956,-0.000839383976775188,101.88679403773138,-5.693906489670674
0.0575,-0.9999973908062483,0.0007110810164623328,-0.0009154180196606207,101.91501695390659,-5.653369537148689
0.06,-0.9999969114094766,0.000772225711981082,-0.0009945283945782207,101.83140858894818,-5.611567615397149
0.0625,-0.9999963693127978,0.0008357132330599381,-0.001076683580648914,101.85519979146487,-5.5685129685459405
0.065,-0.9999957593862785,0.0009015219733915467,-0.001161851411571217,101.7759317223372,-5.524217213674011
0.0675,-0.9999950763181532,0.0009696316948140949,-0.001249999084131774,101.79564232781041,-5.478692456695582
0.07,-0.9999943146165529,0.0010400209225074485,-0.0013410931666546365,101.72037774852193,-5.4319501357738185
0.0725,-0.9999934686126316,0.0011126694454281984,-0.0014350996073774348,101.73633136012366,-5.3840022188570416
0.075,-0.9999925324626094,0.001187555915778491,-0.0015319837427667123,101.66475798619966,-5.33486015457074
0.0775,-0.9999915001507218,0.001264660152744648,-0.0016317103058150647,101.66849478108617,-5.285381325087829
0.08,-0.9999903654961249,0.0013439581950649747,-0.001734243677980639,101.59173029085268,-5.236365877199823
0.0825,-0.9999891221562143,0.0014254244791343067,-0.0018395483675983887,101.59230014342378,-5.187810383647587
0.085,-0.9999877636252233,0.001509032493516321,-0.0019475892389919558,101.51868415036394,-5.139710762291654
0.08750000000000001,-0.9999862832367478,0.0015947567322945092,-0.002058331509407648,101.51633987948772,-5.092063661695966
0.09,-0.9999846741665452,0.0016825708196996332,-0.0021717407459782016,101.44562993006657,-5.044865050956023
0.0925,-0.9999829294347826,0.001772449310265034,-0.002287782862708831,101.44060454358329,-4.998111651138868
0.095,-0.9999810419089903,0.0018643659605208163,-0.0024064241174919817,101.3725772139962,-4.951799483616065
0.0975,-0.9999790043060468,0.001958295387967654,-0.0025276311091445357,101.36508546163489,-4.905925338734841
0.1,-0.9999768091952755,0.0020542114783042528,-0.002651370774472665,101.2995348646774,-4.860485291116717
0.10250000000000001,-0.9999744490001816,0.0021520889142916102,-0.0027776103853592886,101.28977466917199,-4.815476197283513
0.105,-0.9999719160016771,0.0022519017078848026,-0.002906317545878159,101.22651107819325,-4.770894185995294
0.1075,-0.9999692023395873,0.002353624609191358,-0.0030374601894306795,101.21466485415387,-4.726736176974852
0.11,-0.9999663000159887,0.002457231753711975,-0.0031710065759083723,101.15351343491396,-4.682998353911174
0.1125,-0.9999632008965029,0.0025626979607964503,-0.0033069252888781797,101.1397493042568,-4.639677696896344
0.115,-0.9999598967137315,0.002669997486966136,-0.00344518523279248,101.08054894622853,-4.596770445231729
0.11750000000000001,-0.9999563790683544,0.002779105222533408,-0.0035857556302220125,101.06502185827988,-4.554273636695122
0.12,-0.9999526394326476,0.002889995542686613,-0.0037286060191126205,101.00762409759773,-4.512183566771662
0.1225,-0.999948669151402,0.003002643410259446,-0.003873706250064952,100.99047686134946,-4.470497328392284
0.125,-0.9999444594455096,0.003117023316911565,-0.004021026483637131,100.93474850875701,-4.429211220640698
0.1275,-0.9999400014127156,0.003233110300538865,-0.004170537187655112,100.92218815325015,-4.388233384809468
