t,x,y,ang,vx,vy,omega,thrust,torque
0.0,-2.088821413709485,4.637863196275673,4.182745173244549,1.2266294346328286,0.8429882443055519,-4.235055109068103,0.0,-100.17404619287299
0.0025,-2.0857567559330574,4.6399387380223835,4.172142090339753,1.2250971057446147,0.8174504734321968,-4.247405989393895,8.458351523812574e-05,-100.09980988671121
0.005,-2.0826959265629736,4.6419504752143865,4.161508190787505,1.2235667091357498,0.7919445938636934,-4.259708447514701,0.00016424652348165334,-100.0189149991492
0.0075,-2.0796389207731534,4.643898487530464,4.150843597408923,1.2220382411127546,0.7664705660263763,-4.2719610715454825,0.00023898902473058287,-99.93136153018688
0.01,-2.0765857337467275,4.645782854550571,4.1401484365503585,1.220511698000589,0.7410283504315129,-4.2841624531806755,0.00030881101898491415,-99.83714947982428
0.0125,-2.0735363606759902,4.647603655756045,4.129422838074461,1.2189870761434523,0.7156179076750748,-4.296311187685109,0.00037371250624464733,-99.7362788480614
0.015,-2.0704907967623503,4.649360970529821,4.118666935351267,1.2174643719055864,0.6902391984374895,-4.308405873884956,0.0004336934865097824,-99.62874963489826
0.0175,-2.06744903721628,4.6510548781566365,4.107880865249303,1.2159435816720807,0.6648921834833732,-4.320445114158708,0.0004887539597803192,-99.5145618403348
0.02,-2.0644110772572617,4.65268545782325,4.09706476812672,1.2144247018496797,0.6395768236612441,-4.332427514428162,0.0005388939260562581,-99.39371546437108
0.0225,-2.061376912113733,4.654252788618645,4.086218787822443,1.2129077288675911,0.6142930799032159,-4.344351684149444,0.0005841133853375988,-99.26621050700709
0.025,-2.05834653702303,4.6557569495342355,4.07534307164735,1.2113926591782966,0.5890409132246714,-4.356216236304044,0.0006244123376243412,-99.13204696824279
0.0275,-2.055319947231326,4.657198019464082,4.064437770375467,1.2098794892583609,0.5638202847239161,-4.36801978738988,0.0006597907829164856,-98.99122484807822
0.03,-2.052297137993574,4.658576077205093,4.053503038235188,1.2083682156092428,0.5386311555818111,-4.379760957412384,0.0006902487212140317,-98.84374414651337
0.0325,-2.04927810457344,4.6598912014572305,4.04253903290052,1.206858834758105,0.5134734870613858,-4.391438369875609,0.0007157861525169799,-98.68960486354825
0.035,-2.0462628422432387,4.661143470823717,4.031545915482345,1.2053513432586223,0.48834724050743034,-4.403050651773358,0.0007364030768253298,-98.52880699918286
0.0375,-2.0432513462838675,4.662332963811239,4.020523850519708,1.2038457376917888,0.4632523773460658,-4.414596433580337,0.0007520994941390816,-98.36135055341715
0.04,-2.040243611984736,4.66345975883015,4.009473005971123,1.2023420146667236,0.43818885908429517,-4.426074349243333,0.0007628754044582353,-98.18723552625121
0.0425,-2.0372396346436945,4.664523934194671,3.99839355320591,1.2008401708214729,0.41315664730953205,-4.437483036172405,0.0007687308077827908,-98.00646191768494
0.045,-2.0342394095669616,4.6655255681230905,3.987285666995541,1.199340202823809,0.3881557036891086,-4.448821135232111,0.000769665704112748,-97.81902972771842
0.0475,-2.031242932069048,4.666464738737966,3.9761495255050185,1.1978421073720262,0.36318598996976226,-4.460087290732747,0.0007656800934481076,-97.62493895635163
0.05,-2.02825019747268,4.6673415240663205,3.9649853102842716,1.1963458811957322,0.33824746797710054,-4.471280150421608,0.0007567739757888684,-97.4241896035845
0.0525,-2.025261201108719,4.668156002039838,3.953793206259573,1.1948515210566333,0.3133400996150452,-4.48239836547428,0.0007429473511350314,-97.21678166941714
0.055,-2.022275938316082,4.66890825049506,3.9425734017249816,1.1933590237493166,0.2884638468652544,-4.493440590485945,0.0007242002194865965,-97.0027151538495
0.0575,-2.019294404441658,4.669598347173579,3.931326088333801,1.1918683861020236,0.26361867178652326,-4.504405483462712,0.000700532580843563,-96.78199005688157
0.06,-2.016316594840221,4.67022636972223,3.9200514610900665,1.190379604977419,0.23880453651416328,-4.515291705812969,0.0006719444352059315,-96.55460637851334
0.0625,-2.013342504874345,4.670792395693281,3.9087497183400477,1.1888926772733504,0.21402140325935992,-4.526097922338761,0.0006384357825737022,-96.32056411874487
0.065,-2.010372129914315,4.671296502544623,3.8974210617637763,1.1874075999236027,0.18926923430850873,-4.5368228012271805,0.0006000066229468745,-96.07986327757607
0.0675,-2.0074054653380355,4.671738767639954,3.8860656963665936,1.185924369898641,0.16454799202253,-4.54746501404179,0.0005566569563254482,-95.83250385500702
0.07,-2.004442506530938,4.672119268248969,3.8746838304707207,1.1844429842063466,0.13985763883616215,-4.558023235714059,0.0005083867827094246,-95.57848585103768
0.0725,-2.001483248885887,4.672438081547541,3.863275675706849,1.182963439892742,0.11519813725723344,-4.568496144534829,0.00045519610209880234,-95.31780926566807
0.075,-1.9985276878030824,4.672695284617901,3.8518414470057523,1.1814857340427063,0.09056944986591269,-4.578882422145793,0.000397084914493582,-95.05047409889816
0.0775,-1.995575818689964,4.672890954448823,3.8403813625899206,1.180009863780679,0.06597153931393873,-4.589180753531002,0.0003340532198937635,-94.77648035072798
0.08,-1.9926276369611091,4.673025167935796,3.828895643965214,1.178535826271353,0.04140436832382889,-4.599389827008391,0.000266101018299347,-94.49582802115751
0.0825,-1.989683138038133,4.673098001881205,3.8173845159125404,1.177063618720354,0.016867899688066526,-4.609508334221328,0.00019322830971033262,-94.20851711018679
0.085,-1.9867423173495846,4.673109532994502,3.8058482064795505,1.1755932383749084,-0.007637903731732079,-4.619534970130181,0.00011543509412671954,-93.91454761781577
0.08750000000000001,-1.983805170330842,4.673059837892378,3.7942869469723566,1.1741246825244966,-0.0321130790056714,-4.629468433003911,3.2721371548508635e-05,-93.61391954404445
0.09,-1.9808716924240057,4.6729489930989345,3.7827009719472717,1.1726579485014934,-0.05655766313645058,-4.639307424411681,0.0,-93.30663288887288
0.0925,-1.977941879067586,4.672777075032061,3.7710905192025694,1.1711930418232834,-0.08097170410301391,-4.649050649214493,0.0,-92.99268765230102
0.095,-1.9750157256898984,4.672544159993821,3.7594558297702645,1.1697299651344397,-0.10535524658389375,-4.658696815556837,0.0,-92.67208383432887
0.0975,-1.972093227718828,4.672250324182794,3.747797147907915,1.1682687161489045,-0.1297083286783802,-4.6682446348583735,0.0,-92.34482143495644
0.1,-1.9691743805879707,4.6718956437023715,3.736114721090445,1.1668092925834759,-0.15403098843816895,-4.677692821805625,0.0,-92.01090045418374
0.10250000000000001,-1.9662591797366276,4.671480194560876,3.7244088000019864,1.1653516921578044,-0.17832326386742084,-4.687040094343694,0.0,-91.67032089201075
0.105,-1.9633476206097966,4.671004052671677,3.7126796385277445,1.163895912594389,-0.20258519292282118,-4.696285173668005,0.0,-91.32308274843749
0.1075,-1.960439698658166,4.670467293853313,3.700927493745881,1.1624419516185738,-0.22681681351363905,-4.70542678421606,0.0,-90.96918602346392
0.11,-1.9575354093381074,4.669869993829607,3.6891526259194207,1.1609898069585445,-0.2510181635017866,-4.714463653659223,0.0,-90.60863071709011
0.1125,-1.954634748111668,4.6692122282297905,3.6773552984881754,1.1595394763453246,-0.275189280701878,-4.723394512894518,0.0,-90.241416829316
0.115,-1.9517377104465639,4.668494072588612,3.665535778060691,1.1580909575127725,-0.29933020288128886,-4.732218096036453,0.0,-89.86754436014161
0.11750000000000001,-1.9488442918161732,4.6677156023464645,3.6536943344062145,1.1566442481975772,-0.323440967760215,-4.740933140408863,0.0,-89.48701330956693
0.12,-1.9459544876995287,4.666876892849498,3.641831240446679,1.155199346139255,-0.34752161301173146,-4.7495383865367735,0.0,-89.09982367759197
0.1225,-1.943068293581311,4.665978019349738,3.629946772248712,1.153756249080146,-0.3715721762618513,-4.758032578138282,0.0,-88.70597546421675
0.125,-1.9401857049518412,4.665019057005204,3.618041209015664,1.1523149547654112,-0.3955926950895845,-4.766414462116468,0.0,-88.30546866944123
0.1275,-1.937306717307074,4.664000080880029,3.6061148330796544,1.1508754609430276,-0.41958320702699664,-4.7746827885513135,0.0,-87.89830329326544
0.13,-1.9344313261485904,4.66292116594457,3.5941679298936395,1.1494377653637857,-0.4435437495592675,-4.782836310691652,0.0,-87.48447933568936
0.1325,-1.9315595269835912,4.661782387075534,3.5822007880235014,1.1480018657812863,-0.4674743601247497,-4.790873784947132,0.0,-87.063996796713
0.135,-1.92869131532489,4.660583819056089,3.570213699140155,1.1465677599519355,-0.491375076115027,-4.798793970880206,0.0,-86.63970437965679
0.1375,-1.9258266866909048,4.659325536575981,3.5582069571906305,1.145135445634943,-0.5152459348749732,-4.806596287757533,0.0,-86.21532460099637
0.14,-1.9229656366056533,4.658007614231654,3.546180856499055,1.1437049205923173,-0.5390869737028097,-4.814281014270932,0.0,-85.79087359976117
0.14250000000000002,-1.920108160598744,4.656630126526364,3.5341356906890575,1.1422761825888628,-0.5628982298501647,-4.821848432125341,0.0,-85.36635137595117
0.145,-1.91725425420537,4.655193147870296,3.5220717526808993,1.140849229392176,-0.5866797405221308,-4.829298822311507,0.0,-84.94175792956639
0.1475,-1.9144039129663024,4.6536967525806805,3.5099893346932545,1.139424058772642,-0.6104315428773232,-4.836632465107798,0.0,-84.51709326060683
0.15,-1.911557132427882,4.65214101488191,3.4978887282449898,1.1380006685034318,-0.6341536740279378,-4.843849640082008,0.0,-84.09235736907247
0.1525,-1.9087139081420135,4.650526008905653,3.4857702241569397,1.1365790563604976,-0.6578461710398095,-4.850950626093159,0.0,-83.66755025496333
